Title,Mental_Prowess,Physical_Prowess,Social_Skills,Routine_Intensity,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Insulation (Social Skills),Mental_Scaled,Physical_Scaled,Social_Scaled,Routine_Scaled,AI_Impact_Score,AI_Impact_Type,onetsoc_code,Total_Employment_USD,Median_Annual_Wage_USD
"Insurance Appraisers, Auto Damage",2.7916666666666665,0.94,2.7733333333333334,1.71,2,3,0,Low,-0.22735820092265432,-0.718267394449942,-0.20439483262861136,-0.20673581897964233,-0.0023409863510309714,Risk: Generative AI (Near-Term),13-1032.00,15130,63510.0
Compliance Officers,2.811666666666667,0.9383333333333334,3.1233333333333335,1.5833333333333333,2,3,0,Low,-0.19917522108492136,-0.7199425036677064,0.41115060664628383,-0.34557111242847466,-0.7567217190747585,Risk: Generative AI (Near-Term),13-1041.00,273910,66540.0
Cost Estimators,3.705,0.10333333333333333,3.0833333333333335,0.75,3,2,0,Low,1.059664545000455,-1.5591722217676813,0.34080255644343865,-1.258961200907634,-1.5997637573510728,Insulated: High-Creativity,13-1051.00,214610,61790.0
Human Resources Specialists,3.0833333333333335,0.355,3.2916666666666665,0.8366666666666666,3,2,0,Low,0.18364358837760894,-1.3062307298852538,0.7071986512499232,-1.1639686317058016,-1.8711672829557249,Insulated: High-Creativity,13-1071.00,524800,59180.0
Farm Labor Contractors,2.375,1.9566666666666668,2.9600000000000004,2.8766666666666665,1,0,0,Low,-0.814503614208744,0.30354922838635495,0.12389606831799987,1.072010304891181,0.9481142365731812,Risk: Robotics (Medium-Term),13-1074.00,810,35160.0
Labor Relations Specialists,3.52,0.0,3.813333333333333,0.5,3,2,0,High (Insulated),0.7989719815014309,-1.6630289932690754,1.6246544726453618,-1.5329782274513821,-3.1576327000967437,Insulated: High-Social,13-1075.00,79430,62310.0
Logisticians,3.856666666666666,0.39666666666666667,3.561666666666667,0.4566666666666667,3,2,0,High (Insulated),1.2733854754365905,-1.264352999441143,1.1820479901191288,-1.5804745120522983,-2.762522502171427,Insulated: High-Social,13-1081.00,146060,74170.0
Management Analysts,3.8533333333333335,0.10333333333333333,3.625,0.5,3,2,0,High (Insulated),1.268688312130303,-1.5591722217676813,1.2934324029402997,-1.5329782274513821,-2.826410630391682,Insulated: High-Social,13-1111.00,637690,81330.0
"Meeting, Convention, and Event Planners",3.3766666666666665,1.75,3.645,1.2933333333333332,0,1,0,High (Insulated),0.5969939593310157,0.09583568538356663,1.3286064280417225,-0.6634308632192222,-1.9920372912609445,Insulated: High-Social,13-1121.00,95850,47350.0
Fundraisers,3.3533333333333335,0.2916666666666667,3.7116666666666664,0.6666666666666666,3,2,0,High (Insulated),0.5641138161869952,-1.3698848801603016,1.4458531783797972,-1.35030020975555,-2.7961533881353473,Insulated: High-Social,13-1131.00,68910,54130.0
"Compensation, Benefits, and Job Analysis Specialists",3.645,0.20833333333333334,3.206666666666667,0.75,3,2,0,Low,0.9751156054872578,-1.4536403410485228,0.5577090445688782,-1.258961200907634,-1.8166702454765122,Insulated: High-Creativity,13-1141.00,79190,62080.0
Training and Development Specialists,3.351666666666667,0.18666666666666668,3.7083333333333335,0.4566666666666667,3,2,0,High (Insulated),0.5617652345338511,-1.4754167608794602,1.439990840862894,-1.5804745120522983,-3.0204653529151924,Insulated: High-Social,13-1151.00,269710,59020.0
Market Research Analysts and Marketing Specialists,3.918333333333333,0.3116666666666667,3.063333333333333,0.6233333333333334,3,2,0,Low,1.3602829966029322,-1.3497835695471285,0.30562853134201523,-1.3977964943564665,-1.7034250256984818,Insulated: High-Creativity,13-1161.00,558630,62560.0
Accountants and Auditors,3.56,0.18666666666666668,3.1899999999999995,0.75,3,2,0,Low,0.8553379411768955,-1.4754167608794602,0.5283973569843579,-1.258961200907634,-1.787358557891992,Insulated: High-Creativity,13-2011.00,1246540,68150.0
Budget Analysts,3.686666666666667,0.29,2.813333333333333,0.9166666666666666,3,3,0,Low,1.0338301468158673,-1.3715599893780661,-0.13404678242576692,-1.0762831832118023,-0.9422364007860353,Insulated: High-Creativity,13-2031.00,54700,73840.0
Credit Analysts,3.4983333333333335,0.395,2.668333333333333,1.0433333333333332,3,3,0,Low,0.7684404200105545,-1.2660281086589076,-0.3890584644110806,-0.9374478897629701,-0.5483894253518895,Risk: Generative AI (Near-Term),13-2041.00,72930,69930.0
Personal Financial Advisors,3.7483333333333335,0.06333333333333334,3.3333333333333335,0.75,3,2,0,High (Insulated),1.1207276679822082,-1.5993748429940275,0.7804778702112208,-1.258961200907634,-2.039439071118855,Insulated: High-Social,13-2052.00,201850,90530.0
Insurance Underwriters,3.23,0.4366666666666667,2.855,1.1266666666666667,2,3,0,Low,0.39031877385431235,-1.224150378214797,-0.06076756346446938,-0.846108880915054,-0.7853413174505846,Risk: Generative AI (Near-Term),13-2053.00,91650,67680.0
Financial Examiners,4.0633333333333335,0.25,3.3516666666666666,0.71,3,2,0,High (Insulated),1.5646096004264922,-1.4117626106044123,0.812720726554191,-1.302803925154634,-2.115524651708825,Insulated: High-Social,13-2061.00,49750,79280.0
Credit Counselors,3.2083333333333335,0.4166666666666667,3.331666666666667,0.9166666666666666,3,2,0,High (Insulated),0.3597872123634359,-1.2442516888279702,0.7775467014527693,-1.0762831832118023,-1.8538298846645715,Insulated: High-Social,13-2071.00,34110,44380.0
Loan Officers,3.125,0.47833333333333333,3.0416666666666665,1.21,2,3,0,Low,0.24235812970621773,-1.1822726477706866,0.2675233374821411,-0.7547698720671381,-1.0222932095492792,Risk: Generative AI (Near-Term),13-2072.00,305700,63650.0
"Tax Examiners and Collectors, and Revenue Agents",2.9783333333333335,0.5616666666666666,3.02,1.0833333333333333,2,3,0,Low,0.035682944229514346,-1.0985171868824657,0.22941814362226692,-0.8936051655159705,-1.1230233091382373,Risk: Generative AI (Near-Term),13-2081.00,58450,52060.0
Tax Preparers,3.0,0.48,2.8333333333333335,1.0,2,3,0,Low,0.06621450572039078,-1.1805975385529222,-0.09887275732434354,-0.9849441743638863,-0.8860714170395427,Risk: Generative AI (Near-Term),13-2082.00,70030,36550.0
Actuaries,4.705000000000001,0.08333333333333333,3.2083333333333335,0.5833333333333334,3,2,0,Low,2.4688135368870716,-1.5792735323808544,0.5606402133273297,-1.441639218603466,-2.0022794319307957,Insulated: High-Creativity,15-2011.00,19940,100610.0
Mathematicians,4.6049999999999995,0.2916666666666667,2.5416666666666665,0.12333333333333336,3,2,-1,Low,2.327898637698408,-1.3698848801603016,-0.6118272900534233,-1.9458305474439623,-1.3340032573905392,Insulated: High-Creativity,15-2021.00,2730,105810.0
Operations Research Analysts,4.3133333333333335,0.06333333333333334,2.8966666666666665,0.4166666666666667,3,2,0,Low,1.9168968483981461,-1.5993748429940275,0.012511655496827387,-1.624317236299298,-1.6368288917961253,Insulated: High-Creativity,15-2031.00,109150,79200.0
Statisticians,3.956666666666667,0.16666666666666666,2.643333333333334,0.5433333333333333,3,2,0,Low,1.4143003746252534,-1.4955180714926333,-0.4330259957878571,-1.485481942850466,-1.052455947062609,Insulated: High-Creativity,15-2041.00,33440,80500.0
"Architects, Except Landscape and Naval",4.083333333333333,0.7083333333333334,3.418333333333333,1.04,3,2,0,High (Insulated),1.5927925802642238,-0.9511075757191965,0.9299674768922659,-0.9411014501168866,-1.8710689270091525,Insulated: High-Social,17-1011.00,99860,76930.0
Landscape Architects,3.605,0.625,3.3966666666666665,1.0833333333333333,3,2,0,High (Insulated),0.9187496458117932,-1.0348630366074176,0.8918622830323918,-0.8936051655159705,-1.7854674485483621,Insulated: High-Social,17-1012.00,19420,63480.0
Cartographers and Photogrammetrists,3.1033333333333335,0.9166666666666666,2.645,1.71,2,3,0,Low,0.2118265682153413,-0.7417189234986439,-0.4300948270294063,-0.20673581897964233,0.223359008049764,Risk: Generative AI (Near-Term),17-1021.00,12100,62750.0
Surveyors,3.395,2.25,3.0416666666666665,2.17,0,1,0,Low,0.622828357515604,0.5983684507128929,0.2675233374821411,0.29745550986085373,0.02993217237871265,Risk: Generative AI (Near-Term),17-1022.00,43340,59390.0
Aerospace Engineers,4.2299999999999995,0.3333333333333333,3.1233333333333335,0.37666666666666665,3,2,0,Low,1.7994677657409273,-1.3280071497161914,0.41115060664628383,-1.6681599605462976,-2.0793105671925813,Insulated: High-Creativity,17-2011.00,68510,109650.0
Agricultural Engineers,4.04,0.9583333333333334,3.02,1.5833333333333333,3,2,0,Low,1.531729457282471,-0.6998411930545333,0.22941814362226692,-0.34557111242847466,-0.5749892560507416,Risk: Generative AI (Near-Term),17-2021.00,1980,73640.0
Bioengineers and Biomedical Engineers,4.2700000000000005,0.75,3.2916666666666665,1.1233333333333333,3,2,0,Low,1.8558337254163932,-0.909229845275086,0.7071986512499232,-0.8497624412689707,-1.556961092518894,Risk: Generative AI (Near-Term),17-2031.00,20590,85620.0
Chemical Engineers,4.376666666666666,0.3333333333333333,3.2066666666666666,1.0433333333333332,3,2,0,Low,2.0061429512176305,-1.3280071497161914,0.5577090445688774,-0.9374478897629701,-1.4951569343318476,Risk: Generative AI (Near-Term),17-2041.00,31990,98340.0
Civil Engineers,4.2683333333333335,0.27,3.25,0.79,3,2,0,Low,1.8534851437632485,-1.3916612999912392,0.6339194322886265,-1.2151184766606344,-1.8490379089492608,Insulated: High-Creativity,17-2051.00,287800,83540.0
Computer Hardware Engineers,3.8333333333333335,0.75,2.831666666666667,0.9566666666666667,3,2,0,Low,1.2405053322925705,-0.909229845275086,-0.10180392608279511,-1.0324404589648026,-0.9306365328820075,Insulated: High-Creativity,17-2061.00,72950,115080.0
Electrical Engineers,3.77,0.81,2.98,1.25,3,3,0,Low,1.1512592294730848,-0.8489259134355668,0.15907009341942172,-0.7109271478201384,-0.8699972412395601,Risk: Generative AI (Near-Term),17-2071.00,183770,94210.0
"Electronics Engineers, Except Computer",4.0200000000000005,1.1883333333333332,3.0416666666666665,1.71,3,2,0,Low,1.5035464774447393,-0.46867612100304334,0.2675233374821411,-0.20673581897964233,-0.4742591564617834,Risk: Generative AI (Near-Term),17-2072.00,132100,99210.0
Environmental Engineers,4.0200000000000005,0.06333333333333334,3.168333333333333,0.4166666666666667,3,2,0,Low,1.5035464774447393,-1.5993748429940275,0.4902921631244837,-1.624317236299298,-2.114609399423782,Insulated: High-Creativity,17-2081.00,52280,84890.0
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3.4583333333333335,0.6033333333333334,3.3533333333333335,1.3733333333333333,3,2,0,High (Insulated),0.7120744603350898,-1.0566394564383548,0.8156518953126434,-0.5757454147252228,-1.391397310037866,Insulated: High-Social,17-2111.00,25410,86720.0
Industrial Engineers,3.895,0.47833333333333333,2.811666666666667,1.75,3,2,0,Low,1.3274028534589117,-1.1822726477706866,-0.1369779511842177,-0.16289309473264263,-0.025915143548424918,Risk: Generative AI (Near-Term),17-2112.00,256550,84310.0
Marine Engineers and Naval Architects,3.9783333333333335,0.7916666666666666,3.3533333333333335,1.2533333333333332,3,2,0,High (Insulated),1.44483193611613,-0.8673521148309755,0.8156518953126434,-0.7072735874662219,-1.5229254827788652,Insulated: High-Social,17-2121.00,8120,93350.0
Materials Engineers,4.0,0.7283333333333334,3.248333333333333,1.5833333333333333,3,2,0,Low,1.4753634976070062,-0.9310062651060235,0.6309882635301741,-0.34557111242847466,-0.9765593759586488,Risk: Generative AI (Near-Term),17-2131.00,26800,93310.0
Mechanical Engineers,4.166666666666667,0.52,3.1666666666666665,0.96,3,2,0,Low,1.7102216629214426,-1.1403949173265762,0.4873609943660322,-1.028786898610886,-1.516147892976918,Insulated: High-Creativity,17-2141.00,285790,84190.0
"Mining and Geological Engineers, Including Mining Safety Engineers",4.3549999999999995,0.22999999999999998,3.2916666666666665,0.5833333333333334,3,2,0,Low,1.9756113897267542,-1.4318639212175854,0.7071986512499232,-1.441639218603466,-2.148837869853389,Insulated: High-Creativity,17-2151.00,6940,93720.0
Nuclear Engineers,4.2283333333333335,0.20833333333333334,3.1666666666666665,0.8700000000000001,3,2,0,Low,1.7971191840877838,-1.4536403410485228,0.4873609943660322,-1.1274330281666352,-1.6147940225326674,Insulated: High-Creativity,17-2161.00,17680,102220.0
Petroleum Engineers,4.003333333333333,0.25,3.311666666666667,0.8733333333333334,3,2,0,High (Insulated),1.4800606609132945,-1.4117626106044123,0.7423726763513466,-1.1237794678127186,-1.8661521441640652,Insulated: High-Creativity,17-2171.00,32780,128230.0
Architectural and Civil Drafters,3.393333333333333,1.0233333333333332,2.938333333333333,1.5033333333333332,2,3,0,Low,0.6204797758624592,-0.6345119335617211,0.08579087445812415,-0.43325656092247405,-0.5190474353805982,Risk: Generative AI (Near-Term),17-3011.00,96810,51640.0
Electrical and Electronics Drafters,3.1033333333333335,0.81,2.938333333333333,1.5033333333333332,2,3,0,Low,0.2118265682153413,-0.8489259134355668,0.08579087445812415,-0.43325656092247405,-0.5190474353805982,Risk: Generative AI (Near-Term),17-3012.00,26750,59970.0
Mechanical Drafters,3.145,0.9383333333333334,2.6666666666666665,1.54,2,3,0,Low,0.27054110954395005,-0.7199425036677064,-0.39198963316953217,-0.3930673970293908,-0.001077763859858638,Risk: Generative AI (Near-Term),17-3013.00,63630,54480.0
Aerospace Engineering and Operations Technologists and Technicians,3.331666666666667,1.5433333333333332,2.855,2.1666666666666665,0,3,0,Low,0.5335822546961188,-0.11187785761922169,-0.06076756346446938,0.29380194950693705,0.35456951297140643,Risk: Generative AI (Near-Term),17-3021.00,11970,68020.0
Civil Engineering Technologists and Technicians,3.2483333333333335,0.7933333333333333,2.6683333333333334,1.6633333333333333,2,3,0,Low,0.41615317203890057,-0.865677005613211,-0.38905846441107983,-0.2578856639344752,0.13117280047660462,Risk: Generative AI (Near-Term),17-3022.00,72150,49980.0
Electrical and Electronic Engineering Technologists and Technicians,3.1266666666666665,1.7083333333333333,2.6266666666666665,1.8733333333333333,2,1,0,Low,0.2447067113593618,0.05395795493945603,-0.4623376833723774,-0.02771136163772704,0.4346263217346504,Risk: Generative AI (Near-Term),17-3023.00,134870,62190.0
Electro-Mechanical and Mechatronics Technologists and Technicians,3.205,2.4583333333333335,2.48,2.8333333333333335,1,0,0,Low,0.3550900490571471,0.8077571029334457,-0.7202805341161427,1.0245140202902652,1.7447945544064078,Risk: Robotics (Medium-Term),17-3024.00,13710,55610.0
Environmental Engineering Technologists and Technicians,3.4166666666666665,2.231666666666667,2.898333333333333,2.3766666666666665,0,1,0,Low,0.6533599190064804,0.5799422493174845,0.015442824255278945,0.5239762518036852,0.5085334275484062,Risk: Generative AI (Near-Term),17-3025.00,16550,49170.0
Industrial Engineering Technologists and Technicians,3.813333333333333,1.21,3.061666666666667,1.71,3,2,0,Low,1.2123223524548377,-0.4468997011721058,0.30269736258356444,-0.20673581897964233,-0.5094331815632067,Risk: Generative AI (Near-Term),17-3026.00,63220,53330.0
Mechanical Engineering Technologists and Technicians,3.4599999999999995,2.2916666666666665,2.9150000000000005,2.4166666666666665,0,1,0,Low,0.7144230419882333,0.6402461811570033,0.04475451183979921,0.5678189760506849,0.5230644642108857,Risk: Generative AI (Near-Term),17-3027.00,45510,54480.0
Surveying and Mapping Technicians,2.831666666666667,1.9799999999999998,2.793333333333333,2.21,0,1,0,Low,-0.17099224124718904,0.32700075743505647,-0.16922080752718954,0.3412982341078535,0.510519041635043,Risk: Robotics (Medium-Term),17-3031.00,53920,42450.0
Animal Scientists,3.98,0.6233333333333334,3.1233333333333335,1.2066666666666668,3,2,0,Low,1.447180517769274,-1.036538145825182,0.41115060664628383,-0.7584234324210546,-1.1695740390673384,Risk: Generative AI (Near-Term),19-1011.00,2470,60330.0
Food Scientists and Technologists,3.855,1.1866666666666668,3.3533333333333335,1.5833333333333333,3,2,0,High (Insulated),1.271036893783447,-0.4703512302208076,0.8156518953126434,-0.34557111242847466,-1.161223007741118,Insulated: High-Social,19-1012.00,14200,63950.0
Soil and Plant Scientists,4.043333333333333,1.6666666666666667,2.9783333333333335,1.29,3,2,0,Low,1.5364266205887591,0.012080224495345652,0.15613892466097015,-0.6670844235731387,-0.8232233482341088,Risk: Generative AI (Near-Term),19-1013.00,14690,62300.0
Biochemists and Biophysicists,4.3950000000000005,0.9783333333333334,3.081666666666667,1.0833333333333333,3,2,0,Low,2.03197734940222,-0.6797398824413603,0.3378713876849871,-0.8936051655159705,-1.2314765532009575,Risk: Generative AI (Near-Term),19-1021.00,29200,82180.0
Microbiologists,3.936666666666667,1.4183333333333332,3.186666666666667,1.79,0,2,0,Low,1.3861173947875212,-0.23751104895155326,0.5225350194674555,-0.11905037048564292,-0.6415853899530984,Risk: Generative AI (Near-Term),19-1022.00,21670,66850.0
Zoologists and Wildlife Biologists,3.6233333333333335,1.7716666666666665,3.186666666666667,2.0833333333333335,0,3,0,Low,0.9445840439963814,0.11761210521450394,0.5225350194674555,0.2024629406590214,-0.32007207880843414,Risk: Generative AI (Near-Term),19-1023.00,17720,60520.0
Conservation Scientists,3.4150000000000005,2.02,3.1033333333333335,1.7933333333333332,0,3,0,Low,0.6510113373533369,0.36720337866140285,0.37597658154486124,-0.11539681013172644,-0.49137339167658767,Risk: Generative AI (Near-Term),19-1031.00,20470,61810.0
Foresters,3.8733333333333335,2.186666666666667,3.3966666666666665,2.0866666666666664,0,1,0,High (Insulated),1.2968712919680352,0.5347143004378453,0.8918622830323918,0.20611650101293763,-0.6857457820194541,Insulated: High-Social,19-1032.00,8420,58700.0
Epidemiologists,4.29,0.26999999999999996,3.7066666666666666,0.37666666666666665,3,2,0,High (Insulated),1.8840167052541248,-1.3916612999912392,1.4370596721044417,-1.6681599605462976,-3.1052196326507393,Insulated: High-Social,19-1041.00,5690,70820.0
"Medical Scientists, Except Epidemiologists",4.29,0.8966666666666666,3.188333333333333,1.1666666666666667,3,2,0,Low,1.8840167052541248,-0.761820234111817,0.5254661882259063,-0.8022661566680543,-1.3277323448939606,Risk: Generative AI (Near-Term),19-1042.00,108870,80530.0
Astronomers,3.813333333333333,0.16666666666666666,3.1,0.45999999999999996,3,2,0,Low,1.2123223524548377,-1.4955180714926333,0.37011424402795734,-1.5768209516983818,-1.946935195726339,Insulated: High-Creativity,19-2011.00,1830,104740.0
Physicists,4.669999999999999,0.3333333333333333,3.395,0.0,3,2,0,High (Insulated),2.4194933221710375,-1.3280071497161914,0.8889311142739402,-2.0810122805388778,-2.9699433948128178,Insulated: High-Social,19-2012.00,16680,115870.0
Atmospheric and Space Scientists,3.77,0.16833333333333333,3.063333333333333,0.71,3,2,0,Low,1.1512592294730848,-1.4938429622748688,0.30562853134201523,-1.302803925154634,-1.6084324564966492,Insulated: High-Creativity,19-2021.00,9800,92460.0
Chemists,3.77,1.4583333333333333,2.668333333333333,1.79,0,1,0,Low,1.1512592294730848,-0.19730842772520713,-0.3890584644110806,-0.11905037048564292,0.2700080939254377,Risk: Generative AI (Near-Term),19-2031.00,86660,73740.0
